phecode	phecode_string	category
CM_762.13	Laryngeal hypoplasia*	Congenital
CM_762.14	Laryngocele*	Congenital
CM_762.15	Congenital laryngomalacia*	Congenital
CM_762.2	Congenital malformations of trachea and bronchus*	Congenital
CM_762.3	Congenital malformations of lung	Congenital
CM_762.31	Congenital cystic lung	Congenital
CM_762.32	Congenital bronchiectasis	Congenital
CM_762.33	Congenital hypoplasia and dysplasia of lung	Congenital
CM_762.34	Accessory lobe of lung*	Congenital
CM_762.35	Sequestration of lung [Pulmonary sequestration]*	Congenital
CM_763	Congenital anomalies of the heart	Congenital
CM_763.1	Congenital malformations of great arteries	Congenital
CM_763.11	Common arterial trunk [Truncus arteriosus]	Congenital
CM_763.12	Transposition of great vessels [TGA]	Congenital
CM_763.13	Patent ductus arteriosus	Congenital
CM_763.14	Congenital anomalies of aorta	Congenital
CM_763.141	Coarctation of aorta	Congenital
CM_763.142	Interruption of aortic arch	Congenital
CM_763.143	Congenital atresia and stenosis of aorta	Congenital
CM_763.144	Aplasia or hypoplasia of aorta*	Congenital
CM_763.145	Congenital dilation or aneurysm of aorta*	Congenital
CM_763.146	Vascular ring of aorta*	Congenital
CM_763.147	Right aortic arch*	Congenital
CM_763.15	"Anomalies of pulmonary artery, congenital"	Congenital
CM_763.151	Pulmonary artery coarctation and atresia	Congenital
CM_763.152	Stenosis of pulmonary artery*	Congenital
CM_763.153	Congenital pulmonary arteriovenous malformation	Congenital
CM_763.16	Double outlet right ventricle	Congenital
CM_763.17	Double outlet left ventricle*	Congenital
CM_763.18	Congenital Pulmonary infundibular stenosis	Congenital
CM_763.2	Congenital malformations of heart valves	Congenital
CM_763.21	Congenital anomalies of pulmonary valve	Congenital
CM_763.211	Congenital pulmonary valve atresia	Congenital
CM_763.212	Congenital pulmonary valve stenosis	Congenital
CM_763.213	Congenital pulmonary valve insufficiency*	Congenital
CM_763.22	Congenital malformations of tricuspid valve	Congenital
CM_763.221	Congenital tricuspid stenosis*	Congenital
CM_763.222	Ebstein anomaly of the tricuspid valve	Congenital
CM_763.23	Congenital malformation of aortic and mitral valves	Congenital
CM_763.231	Congenital stenosis of aortic valve	Congenital
CM_763.232	Congenital insufficiency of aortic valve	Congenital
CM_763.233	Congenital mitral stenosis	Congenital
CM_763.234	Congenital mitral insufficiency	Congenital
CM_763.24	Hypoplastic right heart syndrome*	Congenital
CM_763.3	Congenital malformations of cardiac chambers and connections	Congenital
CM_763.31	Ventricular septal defect	Congenital
CM_763.32	Atrial septal defect	Congenital
CM_763.321	Patent foramen ovale*	Congenital
CM_763.33	Atrioventricular septal defect	Congenital
CM_763.34	Cor triatriatum	Congenital
CM_763.35	Aortopulmonary septal defect*	Congenital
CM_763.36	Common ventricle or double inlet ventricle	Congenital
CM_763.4	Tetralogy of Fallot	Congenital
CM_763.5	Congenital subaortic stenosis	Congenital
CM_763.6	Anomalous pulmonary venous return	Congenital
CM_763.7	Hypoplastic left heart syndrome	Congenital
CM_763.8	Congenital heart block	Congenital
CM_763.9	Congenital anomaly of the coronary artery	Congenital
CM_764	Congenital malformations of circulatory system (other than heart)	Congenital
CM_764.1	Congenital anomalies of great veins	Congenital
CM_764.11	Persistent left superior vena cava*	Congenital
CM_764.12	Congenital anomaly of gastrointestinal vessel [Anomalous portal venous connection]	Congenital
CM_764.2	Congenital absence and hypoplasia of umbilical artery	Congenital
CM_764.3	Congenital malformations of renal artery	Congenital
CM_764.5	Congenital arteriovenous malformation*	Congenital
CM_765	Congenital deformities of hip	Congenital
CM_765.1	Congenital dislocation of hip	Congenital
CM_765.11	"Congenital dislocation of hip, bilateral"	Congenital
CM_765.2	"Congenital coxa valga, congenital"	Congenital
CM_765.3	"Congenital coxa vara, congenital"	Congenital
CM_766	Congenital deformities of feet	Congenital
CM_766.1	Congenital talipes varus	Congenital
CM_766.11	Congenital talipes equinovarus	Congenital
CM_766.12	Congenital metatarsus primus varus	Congenital
CM_766.13	Congenital pes cavus	Congenital
CM_766.2	Congenital talipes valgus	Congenital
CM_766.21	Congenital talipes calcaneovalgus	Congenital
CM_766.22	Congenital pes planus	Congenital
CM_767	Congenital anomalies of limbs	Congenital
CM_767.1	Abnormal digit morphology	Congenital
CM_767.11	Polydactyly	Congenital
CM_767.12	Syndactyly	Congenital
CM_767.2	Reduction defects of limb	Congenital
CM_767.21	Reduction defects of upper limb	Congenital
CM_767.22	Reduction defects of lower limb	Congenital
CM_767.3	Congenital deformity of knee	Congenital
CM_767.6	Bowing of the long bones	Congenital
CM_768	Congenital deformities of chest and bony thorax	Congenital
CM_768.1	Chest wall deforities	Congenital
CM_768.11	Pectus excavatum	Congenital
CM_768.12	Pectus carinatum	Congenital
CM_768.2	Congenital anomalies of ribs and sternum	Congenital
CM_768.21	Cervical rib	Congenital
CM_769	Congenital malformations of spine	Congenital
CM_769.1	Klippel-Feil syndrome	Congenital
CM_769.2	Congenital scoliosis*	Congenital
CM_769.3	Congenital kyphosis*	Congenital
CM_769.4	Congenital lordosis*	Congenital
CM_769.7	Congenital spondylolisthesis	Congenital
CM_770	Other congenital malformations of musculoskeletal system	Congenital
CM_770.1	Congenital malformations of diaphragm	Congenital
CM_770.11	Congenital diaphragmatic hernia*	Congenital
CM_770.2	Congenital malformations of abdominal wall	Congenital
CM_770.21	Exomphalos [Omphalocele]	Congenital
CM_770.22	Gastroschisis	Congenital
CM_770.23	Prune belly syndrome	Congenital
CM_770.3	Congenital musculoskeletal deformities of sternocleidomastoid muscle	Congenital
CM_770.4	Arthrogryposis multiplex congenita*	Congenital
CM_770.5	Congenital osteodystrophies	Congenital
CM_771	Congenital malformations of integument	Congenital
CM_771.1	Congenital malformation of the skin	Congenital
CM_771.11	Congenital pigmentary anomalies of skin	Congenital
CM_771.14	Congenital non-neoplastic nevus	Congenital
CM_771.2	Congenital anomalies of hair	Congenital
CM_771.3	Congenital anomalies of nails	Congenital
CM_771.4	Congenital anomalies of breast	Congenital
CM_772	Congenital disorder of endocrine glands	Congenital
CM_772.1	Congenital malformations of endocrine glands	Congenital
CM_772.11	Congenital anomalies of adrenal gland	Congenital
CM_772.2	Congenital hypothyroidism	Congenital
CM_772.3	Congenital iodine-deficiency syndrome*	Congenital
CM_773	Congenital malformations of spleen	Congenital
CM_773.1	Asplenia*	Congenital
CM_774	Situs inversus and related disorders	Congenital
CM_774.1	Situs inversus	Congenital
CM_774.2	Malposition of heart and cardiac apex	Congenital
CM_775	Conjoined twins	Congenital
CM_776	Multiple congenital malformations	Congenital
CM_777	Congenital malformation syndromes attributed to exogenous causes	Congenital
CM_777.1	Fetal alcohol syndrome*	Congenital
CM_778	"Other congenital malformations, NEC"	Congenital
SS_800	Chest pain	Symptoms
SS_800.1	Chest pain on breathing	Symptoms
SS_800.11	Pleurodynia*	Symptoms
SS_800.2	Precordial pain	Symptoms
SS_800.3	Intercostal pain*	Symptoms
SS_805	Fever	Symptoms
SS_806	Chills (without fever)	Symptoms
SS_807	Malaise and fatigue	Symptoms
SS_807.1	Chronic fatigue syndrome	Symptoms
SS_807.11	Postviral fatigue syndrome*	Symptoms
SS_807.2	Weakness	Symptoms
SS_807.21	Muscle weakness (generalized)	Symptoms
SS_807.3	Post COVID-19 condition*	Symptoms
SS_808	Syncope and collapse	Symptoms
SS_808.1	Carotid sinus syncope	Symptoms
SS_809	Pain	Symptoms
SS_809.1	Acute pain	Symptoms
SS_809.2	Chronic pain	Symptoms
SS_809.21	Chronic pain syndrome	Symptoms
SS_809.22	Central pain syndrome	Symptoms
SS_809.3	Pain in limb	Symptoms
SS_809.31	Pain in arm*	Symptoms
SS_809.32	Pain in leg*	Symptoms
SS_809.33	Pain in hand and fingers*	Symptoms
SS_809.34	Pain in foot and toes*	Symptoms
SS_810	Shock	Symptoms
SS_810.1	Septic shock	Symptoms
SS_810.2	Cardiogenic shock	Symptoms
SS_810.3	Hypovolemic shock*	Symptoms
SS_811	"Hypothermia, not associated with low environmental temperature"	Symptoms
SS_812	Edema	Symptoms
SS_812.1	Generalized edema*	Symptoms
SS_812.2	Angioneurotic edema	Symptoms
SS_813	Clubbing of fingers	Symptoms
SS_814	Jaundice	Symptoms
SS_815	Symptoms and signs concerning food and fluid intake	Symptoms
SS_817	Motion sickness	Symptoms
SS_819	General symptoms and other findings	Symptoms
SS_820	Elevated erythrocyte sedimentation rate	Symptoms
SS_821	Abnormality of red blood cells	Symptoms
SS_821.1	Precipitous drop in hematocrit	Symptoms
SS_822	"Other and nonspecific abnormal cytological, histological and immunological findings"	Symptoms
SS_822.8	Abnormal tumor markers	Symptoms
SS_822.81	Elevated carcinoembryonic antigen [CEA]	Symptoms
SS_822.82	Elevated cancer antigen 125 [CA 125]	Symptoms
SS_823	Abnormal serum enzyme levels	Symptoms
SS_823.1	Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]	Symptoms
SS_823.2	Abnormal levels of other serum enzymes	Symptoms
SS_824	Other abnormalities of plasma proteins*	Symptoms
SS_824.1	Abnormality of albumin*	Symptoms
SS_824.2	Abnormality of globulin*	Symptoms
SS_824.3	Abnormality of alphafetoprotein*	Symptoms
SS_825	Elevated C-reactive protein (CRP)	Symptoms
SS_826	Other abnormal immunological findings in serum	Symptoms
SS_826.1	Nonspecific reaction to test for tuberculosis	Symptoms
SS_826.2	Inconclusive laboratory evidence of human immunodeficiency virus [HIV]	Symptoms
SS_826.3	Raised antibody titer*	Symptoms
SS_826.4	Other and unspecified nonspecific immunological findings	Symptoms
SS_827	Toxicology findings	Symptoms
SS_827.1	Finding of alcohol in blood	Symptoms
SS_829	Abnormal findings on examination of blood	Symptoms
SS_829.1	Abnormal blood-gas level	Symptoms
SS_829.2	Abnormal level of blood mineral*	Symptoms
SS_829.3	Abnormal plasma viscosity*	Symptoms
SS_830	Proteinuria	Symptoms
SS_831	Glycosuria	Symptoms
SS_832	Other abnormal findings in urine	Symptoms
SS_832.1	Chyluria	Symptoms
SS_832.2	Myoglobinuria	Symptoms
SS_832.4	Hemoglobinuria	Symptoms
SS_832.5	Acetonuria	Symptoms
SS_832.6	Pyuria*	Symptoms
SS_832.7	Hypocitraturia*	Symptoms
SS_832.8	Hyperoxaluria*	Symptoms
SS_832.9	Hypercalciuria*	Symptoms
SS_834	Abnormal cytological findings in specimens from genital organs	Symptoms
SS_834.1	Abnormal Papanicolaou smear	Symptoms
SS_834.3	High risk human papillomavirus (HPV) DNA test positive	Symptoms
SS_835	Cytology and pathology findings	Symptoms
SS_835.1	Nonspecific abnormal findings in cerebrospinal fluid	Symptoms
SS_840	Allergy	Symptoms
SS_840.1	Food allergy	Symptoms
SS_840.11	Peanut allergy	Symptoms
SS_840.12	Seafood allergy	Symptoms
SS_840.13	Allergy to fruits and vegetables	Symptoms
SS_840.14	Tree nut allergy	Symptoms
SS_840.15	Fish allergy	Symptoms
SS_840.16	Allergy to food additives	Symptoms
SS_840.17	Milk allergy	Symptoms
SS_840.18	Egg allergy	Symptoms
SS_840.2	Allergy to insects	Symptoms
SS_840.4	Latex allergy	Symptoms
SS_840.5	Allergy to radiographic dye	Symptoms
SS_840.6	Drug and medical agent allergy	Symptoms
SS_840.61	Allergy to other anti-infective agents	Symptoms
SS_840.611	Penicillin allergy	Symptoms
SS_840.612	Allergy to antibiotic agent (excluding penicillin)	Symptoms
SS_840.613	Allergy to sulfonamides	Symptoms
SS_840.62	Allergy to anesthetic agent	Symptoms
SS_840.63	Allergy to narcotic agent	Symptoms
SS_840.64	Allergy to analgesic agent	Symptoms
SS_840.65	Allergy to serum and vaccine	Symptoms
SS_840.8	Allergies related to other diseases/symptoms	Symptoms
SS_840.9	Anaphylactic reaction	Symptoms
SS_844	Wheelchair dependence	Symptoms
SS_847	Transplated organ	Symptoms
SS_847.1	Heart transplant	Symptoms
SS_847.2	Kidney transplant	Symptoms
SS_847.3	Liver transplant	Symptoms
SS_847.4	Lung transplant	Symptoms
SS_847.5	Pancreas transplant	Symptoms
SS_847.6	Intestine transplant	Symptoms
SS_847.7	Bone marrow transplant	Symptoms
SS_847.8	Stem cell transplant	Symptoms
SS_848	Nonspecific abnormal findings of other body structures	Symptoms
SS_849	Lack of expected normal physiological development in childhood	Symptoms
SS_849.1	Failure to thrive in childhood	Symptoms
SS_849.3	Short stature	Symptoms
SS_849.4	Arrest of bone development or growth	Symptoms
NB_850	Disorders of newborn related to slow fetal growth and fetal malnutrition	Neonatal
NB_850.1	Newborn light or small for gestational age	Neonatal
NB_850.2	Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age	Neonatal
NB_850.3	Newborn affected by slow intrauterine growth	Neonatal
NB_851	Exceptionally large newborn baby	Neonatal
NB_853	Cardiovascular disorders originating in the perinatal period	Neonatal
NB_853.1	Neonatal cardiac failure*	Neonatal
NB_853.2	Neonatal cardiac dysrhythmia	Neonatal
NB_853.21	Neonatal tachycardia	Neonatal
NB_853.22	Neonatal bradycardia	Neonatal
NB_853.3	Neonatal hypertension*	Neonatal
NB_853.4	Pulmonary hypertension of newborn*	Neonatal
NB_853.5	Cardiac arrest of newborn	Neonatal
NB_853.6	Persistent fetal circulation	Neonatal
NB_854	Respiratory conditions of fetus and newborn	Neonatal
NB_854.1	Respiratory distress of newborn	Neonatal
NB_854.11	Respiratory distress syndrome of newborn	Neonatal
NB_854.12	Transient tachypnea of newborn	Neonatal
NB_854.2	Interstitial emphysema and related conditions of newborn	Neonatal
NB_854.4	Atelectasis of newborn	Neonatal
NB_854.5	Cyanotic attacks of newborn	Neonatal
NB_854.6	Respiratory failure of newborn	Neonatal
NB_854.7	Chronic respiratory disease arising in the perinatal period	Neonatal
NB_854.71	Bronchopulmonary dysplasia originating in the perinatal period*	Neonatal
NB_854.9	Apnea of newborn	Neonatal
NB_856	Infections in newborn	Neonatal
NB_856.1	Congenital viral diseases	Neonatal
NB_856.11	Congenital cytomegalovirus infection	Neonatal
NB_856.2	Bacterial infection of newborn	Neonatal
NB_856.21	Bacterial sepsis of newborn	Neonatal
NB_856.3	Neonatal candidiasis	Neonatal
NB_856.4	Omphalitis of newborn	Neonatal
NB_856.5	Neonatal urinary tract infection	Neonatal
NB_856.6	Neonatal conjunctivitis and dacryocystitis	Neonatal
NB_856.7	Congenital syphilis	Neonatal
NB_856.8	Congenital pneumonia	Neonatal
NB_857	Neonatal hemorrhages	Neonatal
NB_857.1	Intracranial nontraumatic hemorrhage of newborn	Neonatal
NB_857.11	Intraventricular nontraumatic hemorrhage of newborn [IVH]	Neonatal
NB_857.2	Neonatal gastrointestinal hemorrhage	Neonatal
NB_857.3	Neonatal cutaneous hemorrhage	Neonatal
NB_857.4	Umbilical hemorrhage of newborn	Neonatal
NB_857.5	Pulmonary hemorrhage in infants	Neonatal
NB_857.51	Acute idiopathic pulmonary hemorrhage in infants	Neonatal
NB_857.8	Newborn affected by fetal blood loss	Neonatal
NB_858	Hemolytic Disease of the Newborn	Neonatal
NB_858.1	Rh isoimmunization of newborn	Neonatal
NB_858.2	ABO isoimmunization of newborn	Neonatal
NB_859	Perinatal jaundice	Neonatal
NB_859.1	Neonatal jaundice associated with preterm delivery	Neonatal
NB_859.2	Neonatal jaundice from hepatocellular damage	Neonatal
NB_859.3	Neonatal jaundice due to excessive hemolysis	Neonatal
NB_860	Hematological disorders of newborn	Neonatal
NB_860.1	Neonatal disorders of coagulation	Neonatal
NB_860.11	Disseminated intravascular coagulation of newborn	Neonatal
NB_860.12	Transient neonatal thrombocytopenia	Neonatal
NB_860.2	Polycythemia neonatorum	Neonatal
NB_860.3	Anemia in newborn	Neonatal
NB_860.4	Transient neonatal neutropenia	Neonatal
NB_861	Transitory disorders of carbohydrate metabolism specific to newborn	Neonatal
NB_861.1	Neonatal diabetes mellitus	Neonatal
NB_861.2	Neonatal hypoglycemia	Neonatal
NB_862	Transitory neonatal disorders of calcium and magnesium metabolism	Neonatal
NB_863	Transitory neonatal endocrine disorders	Neonatal
NB_864	Transitory neonatal electrolyte and metabolic disturbances	Neonatal
NB_864.1	Neonatal metabolic acidemia	Neonatal
NB_864.2	Alkalosis of newborn*	Neonatal
NB_864.3	Transitory electrolyte disturbances of newborn*	Neonatal
NB_864.31	Hyperchloremia of newborn*	Neonatal
NB_864.32	Hypochloremia of newborn*	Neonatal
NB_864.4	Transitory tyrosinemia of newborn*	Neonatal
NB_864.5	Transitory hyperammonemia of newborn*	Neonatal
NB_865	Neonatal disorders of digestive system	Neonatal
NB_865.1	Intestinal obstruction of newborn	Neonatal
NB_865.11	Meconium plug syndrome	Neonatal
NB_865.12	Transitory ileus of newborn	Neonatal
NB_865.2	Necrotizing enterocolitis [NEC] in newborn	Neonatal
NB_865.3	Perinatal intestinal perforation	Neonatal
NB_865.5	Noninfective neonatal diarrhea*	Neonatal
NB_865.6	Congenital cirrhosis (of liver)*	Neonatal
NB_865.7	Newborn esophageal reflux*	Neonatal
NB_866	Disturbances of temperature regulation of newborn	Neonatal
NB_866.1	Hypothermia of newborn	Neonatal
NB_868	Conditions of integument specific to newborn	Neonatal
NB_868.1	Sclerema neonatorum	Neonatal
NB_868.2	Neonatal erythema toxicum*	Neonatal
NB_868.3	Hydrops fetalis not due to hemolytic disease	Neonatal
NB_868.4	Edema specific to newborn	Neonatal
NB_868.5	Breast engorgement in newborn	Neonatal
NB_868.7	Umbilical granuloma*	Neonatal
NB_870	Disturbances of cerebral status of newborn	Neonatal
NB_870.1	Convulsions of newborn	Neonatal
NB_870.2	Neonatal cerebral ischemia*	Neonatal
NB_870.3	Acquired periventricular cysts of newborn*	Neonatal
NB_870.4	Neonatal cerebral leukomalacia	Neonatal
NB_871	Feeding problems of newborn	Neonatal
NB_871.1	Vomiting of newborn	Neonatal
NB_871.2	Failure to thrive in newborn	Neonatal
NB_871.4	Ankyloglossia	Neonatal
NB_872	Other and ill-defined conditions originating in the perinatal period	Neonatal
NB_872.1	Disorders of muscle tone of newborn*	Neonatal
NB_872.11	Congenital hypertonia*	Neonatal
NB_872.12	Congenital hypotonia*	Neonatal
NB_872.13	Transient neonatal myasthenia gravis	Neonatal
NB_872.2	Congenital renal failure*	Neonatal
NB_872.4	Delayed separation of umbilical cord	Neonatal
NB_872.5	Meconium staining	Neonatal
NB_873	Retinopathy of prematurity	Neonatal
NB_873.1	"Retinopathy of prematurity, stage 0"	Neonatal
NB_873.2	"Retinopathy of prematurity, stage 1"	Neonatal
NB_873.3	"Retinopathy of prematurity, stage 2"	Neonatal
NB_873.4	"Retinopathy of prematurity, stage 3"	Neonatal
NB_873.5	"Retinopathy of prematurity, stage 4"	Neonatal
NB_873.6	"Retinopathy of prematurity, stage 5"	Neonatal
NB_874	Neonatal obstruction of nasolacrimal duct	Neonatal
NB_875	Newborn affected by maternal conditions	Neonatal
NB_876	Newborn affected by maternal complications of pregnancy	Neonatal
NB_877	"Newborn affected by complications of placenta, cord and membranes"	Neonatal
NB_878	Newborn affected by other complications of labor and delivery	Neonatal
NB_879	Newborn affected by noxious substances transmitted via placenta or breast milk	Neonatal
NB_880	Birth trauma	Neonatal
NB_881	Neonatal aspiration	Neonatal
NB_882	"Intrauterine hypoxia, birth asphyxia and fetal distress"	Neonatal
NB_882.1	Hypoxic ischemic encephalopathy [HIE]	Neonatal
NB_885	Weeks gestation	Neonatal
NB_885.1	Extremely preterm (<= 28 weeks)	Neonatal
NB_885.11	"Extremely preterm, <24 weeks"	Neonatal
NB_885.12	"Extremely preterm, 24 weeks"	Neonatal
NB_885.13	"Extremely preterm, 25-26 weeks"	Neonatal
NB_885.131	"Extremely preterm, 25 weeks*"	Neonatal
NB_885.132	"Extremely preterm, 26 weeks*"	Neonatal
NB_885.14	"Extremely preterm, 27-28 weeks"	Neonatal
NB_885.141	"Extremely preterm, 27 weeks*"	Neonatal
NB_885.142	"Extremely preterm, 28 weeks*"	Neonatal
NB_885.2	Very preterm (29 to 32 weeks)*	Neonatal
NB_885.21	"Very preterm, 29-30 weeks"	Neonatal
NB_885.211	"Very preterm, 29 weeks*"	Neonatal
NB_885.212	"Very preterm, 30 weeks*"	Neonatal
NB_885.22	"Very preterm, 31-32 weeks"	Neonatal
NB_885.221	"Very preterm, 31 weeks*"	Neonatal
NB_885.222	"Very preterm, 32 weeks*"	Neonatal
NB_885.3	Moderate to late preterm (33 to 37 weeks)	Neonatal
NB_885.31	"Moderate to late preterm, 33-34 weeks"	Neonatal
NB_885.311	"Moderate to late preterm, 33 weeks*"	Neonatal
NB_885.312	"Moderate to late preterm, 34 weeks*"	Neonatal
NB_885.32	"Moderate to late preterm, 35-36 weeks"	Neonatal
NB_885.321	"Moderate to late preterm, 35 weeks*"	Neonatal
NB_885.322	"Moderate to late preterm, 36 weeks*"	Neonatal
NB_885.5	Post-term infant (>40 weeks)	Neonatal
NB_886	Birthweight	Neonatal
NB_886.1	"Extremely low birthweight (<1,000 g)"	Neonatal
NB_886.11	"Extremely low birthweight, <500 grams"	Neonatal
NB_886.12	"Extremely low birthweight, 500-749 grams"	Neonatal
NB_886.13	"Extremely low birthweight, 750-999 grams"	Neonatal
NB_886.2	"Very low birthweight (1,000 - 1,500 g)"	Neonatal
NB_886.21	"Very low birthweight, 1,000-1,249 grams"	Neonatal
NB_886.22	"Very low birthweight, 1,250-1,499 grams"	Neonatal
NB_886.3	"Low birthweight (1,500 - 2,500 g)"	Neonatal
NB_886.31	"Low birthweight, 1,500-1,749 grams"	Neonatal
NB_886.32	"Low birthweight, 1,750-1,999 grams"	Neonatal
NB_886.33	"Low birthweight, 2,000-2,499 grams"	Neonatal
NB_886.4	"Birthweight 2,500+ grams"	Neonatal
NB_887	Abnormal findings on neonatal screening	Neonatal
NB_887.1	Abnormal findings on neonatal hearing screening*	Neonatal
NB_889	Nonspecific symptoms peculiar to infancy	Neonatal
NB_889.1	Fussy infant	Neonatal
NB_889.2	Apparent life threatening event in infant (ALTE)	Neonatal
NB_889.4	Teething syndrome	Neonatal
PP_900	Spontaneous abortion or history of recurrent pregnancy loss	Pregnancy
PP_900.1	Spontaneous abortion	Pregnancy
PP_900.2	Recurrent pregnancy loss	Pregnancy
PP_901	Abnormal products of conception	Pregnancy
PP_901.1	Ectopic pregnancy	Pregnancy
PP_901.11	Abdominal pregnancy	Pregnancy
PP_901.12	Tubal pregnancy	Pregnancy
PP_901.13	Ovarian pregnancy	Pregnancy
PP_901.2	Hydatidiform mole	Pregnancy
PP_901.3	Missed abortion	Pregnancy
PP_901.4	Papyraceous fetus	Pregnancy
PP_902	Intrauterine death	Pregnancy
PP_903	Preterm labor (including history of)	Pregnancy
PP_903.1	Preterm labor with preterm delivery	Pregnancy
PP_903.2	Threatened premature labor	Pregnancy
PP_904	Bleeding in pregnancy	Pregnancy
PP_904.1	Hemorrhage in early pregnancy	Pregnancy
PP_904.11	Threatened abortion	Pregnancy
PP_904.2	Spotting complicating pregnancy	Pregnancy
PP_904.3	Antepartum hemorrhage	Pregnancy
PP_905	Premature rupture of membranes	Pregnancy
PP_906	Cervical shortening and incompetence	Pregnancy
PP_907	Placental disorders	Pregnancy
PP_907.1	Placenta previa	Pregnancy
PP_907.2	Low lying placenta*	Pregnancy
PP_907.3	Premature separation of placenta [abruptio placentae]	Pregnancy
PP_907.4	Placenta accreta*	Pregnancy
PP_907.6	Malformation of placenta*	Pregnancy
PP_907.7	Placental infarction*	Pregnancy
PP_907.8	Placental transfusion syndromes*	Pregnancy
PP_908	"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	Pregnancy
PP_908.1	Preeclampsia and eclampsia	Pregnancy
PP_908.12	Severe pre-eclampsia	Pregnancy
PP_908.13	Eclampsia	Pregnancy
PP_908.14	HELLP syndrome*	Pregnancy
PP_908.2	"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium"	Pregnancy
PP_908.3	Gestational [pregnancy-induced] hypertension without significant proteinuria	Pregnancy
PP_908.4	Gestational edema and proteinuria*	Pregnancy
PP_909	"Diabetes mellitus or abnormal glucose in pregnancy, childbirth, and the puerperium"	Pregnancy
PP_909.1	Gestational diabetes mellitus*	Pregnancy
PP_909.2	Pre-existing diabetes mellitus in pregnancy*	Pregnancy
PP_909.3	Abnormal glucose complicating pregnancy	Pregnancy
PP_910	Obesity or excessive weight gain in pregnancy	Pregnancy
PP_910.1	Excessive weight gain in pregnancy	Pregnancy
PP_911	Excessive vomiting in pregnancy	Pregnancy
PP_911.1	Hyperemesis gravidarum	Pregnancy
PP_912	Venous complications in pregnancy	Pregnancy
PP_912.1	Varicose veins in pregnancy	Pregnancy
PP_912.2	Thrombotic conditions of pregnancy	Pregnancy
PP_912.21	Deep phlebothrombosis [DVT] of pregnancy	Pregnancy
PP_913	Obstetrical embolism	Pregnancy
PP_914	Anemia in pregnancy	Pregnancy
PP_916	Maternal infections and carrier state in pregnancy	Pregnancy
PP_916.1	Infections of genitourinary tract in pregnancy	Pregnancy
PP_916.2	"Viral diseases complicating pregnancy, childbirth, or the puerperium"	Pregnancy
PP_916.21	Viral hepatitis complicating pregnancy*	Pregnancy
PP_916.4	Streptococcus B carrier	Pregnancy
PP_916.6	Syphilis complicating pregnancy	Pregnancy
PP_916.7	Gonorrhea complicating pregnancy	Pregnancy
PP_917	Liver and biliary tract disorders in pregnancy	Pregnancy
PP_918	Pregnancy related renal disease	Pregnancy
PP_919	Peripheral neuritis in pregnancy	Pregnancy
PP_920	Problems associated with amniotic cavity and membranes	Pregnancy
PP_920.1	Polyhydramnios	Pregnancy
PP_920.2	Oligohydramnios	Pregnancy
PP_920.3	Infection of amniotic cavity	Pregnancy
PP_920.31	Chorioamnionitis*	Pregnancy
PP_922	"Endocrine, nutritional and metabolic diseases complicating pregnancy"	Pregnancy
PP_922.1	Low weight gain in pregnancy*	Pregnancy
PP_922.2	"Thyroid dysfunction complicating pregnancy, childbirth, or the puerperium"	Pregnancy
PP_923	Maternal hypotension syndrome	Pregnancy
PP_924	"Cardiovascular disorders complicating pregnancy, childbirth, or the puerperium"	Pregnancy
PP_926	"Mental disorders complicating pregnancy, childbirth and the puerperium"	Pregnancy
PP_926.1	Postpartum mood disturbance*	Pregnancy
PP_926.11	Postpartum depression*	Pregnancy
PP_927	Drugs and alcohol during pregnancy	Pregnancy
PP_927.1	Alcohol use during pregnancy*	Pregnancy
PP_927.2	Tobacco use during pregnancy	Pregnancy
PP_927.3	Other drug use during pregnancy	Pregnancy
PP_928	Poor fetal growth and uterine size date discrepancy	Pregnancy
PP_928.1	Uterine size date discrepancy	Pregnancy
PP_928.2	"Placental insufficiency, known or suspected*"	Pregnancy
PP_929	Excessive fetal growth	Pregnancy
PP_930	Maternal care for abnormality of pelvic organs	Pregnancy
PP_930.3	Abnormalities of gravid uterus	Pregnancy
PP_930.31	Maternal care for retroversion of gravid uterus	Pregnancy
PP_932	Known or suspected fetal abnormality affecting management of mother	Pregnancy
PP_932.1	Abnormality in fetal heart rate or rhythm	Pregnancy
PP_932.11	Abnormality in fetal heart rate and rhythm complicating labor and delivery*	Pregnancy
PP_932.2	Central nervous system malformation in fetus affecting management of mother	Pregnancy
PP_932.3	Genetic disease in fetus affecting management of mother	Pregnancy
PP_932.4	"Decreased fetal movements, affecting management of mother"	Pregnancy
PP_932.5	Fetal hematologic conditions	Pregnancy
PP_932.6	Maternal care for hydrops fetalis*	Pregnancy
PP_935	Rhesus isoimmunization affecting management of mother	Pregnancy
PP_937	Abnormal findings on antenatal screening of mother	Pregnancy
PP_938	"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"	Pregnancy
PP_938.1	Pruritic urticarial papules and plaques of pregnancy (PUPPP)*	Pregnancy
PP_940	Malposition and malpresentation of fetus	Pregnancy
PP_940.1	Maternal care for breech presentation	Pregnancy
PP_940.2	Maternal care for transverse and oblique lie	Pregnancy
PP_940.3	"Maternal care for face, brow and chin presentation"	Pregnancy
